Drug Type,Country,Year,Best,High,Male,Female,Low,Age,Source,Method,Adjustment,Specific notes,Sub-region,Region
Opiates,United Kingdom (England and Wales),2011,0.73,0.76,,,0.72,15-64,EMCDDA/UNODC Estimate,I,,Data refers to 2011/12. Problem opiate users. Includes data for 2009/10 for Wales,Western and Central Europe,Europe
Opiates,United Kingdom (England and Wales),2010,0.75,0.78,,,0.73,15-64,EMCDDA/UNODC Estimate,I,,Data refers to 2010/11. Problem opiate users. Includes data for 2009/10 for Wales,Western and Central Europe,Europe
Opiates,United Kingdom (Northern Ireland),2004,0.12,0.17,,,0.12,15-64,EMCDDA,I,,,Western and Central Europe,Europe
Opiates,United Kingdom (Scotland),2012,1.51,1.57,2.19,0.86,1.47,15-64,"Information Services Division, Scotland",I,,Data refers to 2012/13. Estimated as 90% of opiate and benzodiazepine users DORIS,Western and Central Europe,Europe
Opiates,United Kingdom (Scotland),2009,1.52,1.56,,,1.49,15-64,EMCDDA/UNODC Estimate,I,,Data refers to 2009/10. Problem opiate users,Western and Central Europe,Europe
Opiates,United States of America,2018,0.91,1.08,,,0.74,15-64,UNODC Estimate,HHS/I,,"Heroin. Estimate aggregating chronic heroin users (ONDCP,RAND) and survey-based data (NSDUH).",North America,Americas
Opiates,United States of America,2017,0.974,1.161,,,0.787,15-64,UNODC Estimate,HHS/I,,"Heroin. Estimate aggregating chronic heroin users (ONDCP,RAND) and survey-based data (NSDUH).",North America,Americas
Opiates,United States of America,2016,1.04,1.24,,,0.841,15-64,UNODC Estimate,HHS/I,,"Heroin. Estimate aggregating chronic heroin users (ONDCP,RAND) and survey-based data (NSDUH).",North America,Americas
Opiates,United States of America,2015,0.931,1.11,,,0.753,15-64,UNODC Estimate,HHS/I,,"Heroin. Estimate aggregating chronic heroin users (ONDCP,RAND) and survey-based data (NSDUH).",North America,Americas
Opiates,United States of America,2013,0.756,0.905,,,0.606,15-64,UNODC Estimate,HHS/I,,"Heroin. Estimate aggregating chronic heroin users (ONDCP,RAND) and survey-based data (NSDUH).",North America,Americas
Opiates,United States of America,2010,0.73,0.872,,,0.588,15-64,UNODC Estimate,HHS/I,,"Heroin. Estimate aggregating chronic heroin users (ONDCP,RAND) and survey-based data (NSDUH).",North America,Americas
Opiates,Uruguay,2011,0.06,0.1,,,0.02,15-64,UNODC Estimate,HHS,e,,South America,Americas
Opiates,Uruguay,2006,0.1,,,,,15-64,UNODC Estimate,HHS,e,,South America,Americas
Opiates,Uzbekistan,2015,0.93,1.08,,,0.78,15-64,UNODC Estimate,I,k,Heroin. Benchmark multipliers.,Central Asia and Transcaucasia,Asia
Opiates,Uzbekistan,2006,0.78,,,,,15-64,UNODC (GAP survey),I,,,Central Asia and Transcaucasia,Asia
Opiates,Venezuela (Bolivarian Republic of),2011,0.03,,,,,12-65,ARQ,HHS,,Opiates,South America,Americas
Opiates,Venezuela (Bolivarian Republic of),2003,0.1,,,,,15-64,ARQ,SS,"a, d, e",,South America,Americas
Opiates,Viet Nam,2011,0.53,,,,,15-64,Government source,I,,Problem opiate users,East and South-East Asia,Asia
Opiates,Viet Nam,2005,0.27,0.28,,,0.25,15-64,INCSR/ Reference Group to the UN on HIV and IDU,,,,East and South-East Asia,Asia
Opiates,Zambia,2003,0.37,,,,,15-64,UNODC Estimate,,,Opiates,Southern Africa,Africa
Opiates,Zimbabwe,2004,0.04,,,,,15-64,Cure Research estimate,,,Opiates,Southern Africa,Africa
Opioids,Afghanistan,2009,2.92,3.2,4.3,1.45,2.65,15-64,UNODC/ Government Source,HHS,x,Includes Non medical use of pharmaceutical opioids,Near and Middle East/South-West Asia,Asia
Opioids,Argentina,2007,0.19,0.26,,,0.13,15-64,UNODC Estimate,,"e, x",,South America,Americas
Opioids,Armenia,2009,0.16,0.2,,,0.14,15-64,Armenian Pubic Health Associations,I,x,Includes Non medical use of pharmaceutical opioids,Central Asia and Transcaucasia,Asia
Opioids,Armenia,2007,0.28,0.33,,,0.24,15-64,Government source,,,,Central Asia and Transcaucasia,Asia
Opioids,Armenia,2005,0.3,,,,,15-64,UNODC Estimate,HHS,,,Central Asia and Transcaucasia,Asia
Opioids,Australia,2016,3.7,4,3.8,3.6,3.4,14+,Government source,HHS,,"Includes heroin, pharmaceutical opioids, methadone and buprenorphine",Australia and New Zealand,Oceania
Opioids,Australia,2013,3.3,,3.3,3.2,,14+,UNODC Estimate,HHS,x,Includes prescription/other opioids,Australia and New Zealand,Oceania
Opioids,Australia,2010,3.4,3.7,,,3.1,15-64,Government source,HHS,"a,x",,Australia and New Zealand,Oceania
Opioids,Austria,2015,0.53,,,,,15-64,ARQ,I,,Problem opioid users,Western and Central Europe,Europe
Opioids,Austria,2013,0.5,0.51,,,0.49,15-64,EMCDDA,I,,Problem opioid users,Western and Central Europe,Europe
Opioids,Austria,2011,0.53,0.55,,,0.52,15-64,EMCDDA,I,,Problem opioid users,Western and Central Europe,Europe
Opioids,Bangladesh,2003,0.4,,,,,15-64,ARQ,HHS,"a, e, x",Includes Non medical use of pharmaceutical opioids,South Asia,Asia
Opioids,Barbados,2006,0.23,0.29,,,0.16,15-64,UNODC Estimate,,x,Includes heroin and Non medical use of pharmaceutical opioids,Caribbean,Americas
Opioids,Belgium,2013,0.2,,0.3,0.1,,15-64,ARQ,HHS,,Opioid users,Western and Central Europe,Europe
Opioids,Belgium,2008,0.2,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Opioids,Belize,2005,0.3,,,,,12-65,CICAD/MEM,HHS,,Opiates,Central America,Americas
Opioids,Bulgaria,2016,0.3,,0.4,0.2,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Opioids,Bulgaria,2011,0.51,,,,,15-64,ARQ,I,x,Includes Non medical use of pharmaceutical opioids,South-Eastern Europe,Europe
Opioids,Bulgaria,2008,0.44,,,,,15-64,ARQ,I,x,Includes Non medical use of pharmaceutical opioids,South-Eastern Europe,Europe
Opioids,Chile,2018,1.14,,1.21,1.08,,15-64,ARQ,HHS,,Includes heroin and Non medical use of pharmaceutical opioids,South America,Americas
Opioids,Chile,2016,1.22,,0.94,1.5,,15-64,ARQ,HHS,,,South America,Americas
Opioids,Chile,2014,0.58,,0.54,0.62,,15-64,ARQ,HHS,x,"Opioids, includes Non medical use of pharmaceutical opioids",South America,Americas
Opioids,Costa Rica,2015,0.79,,0.83,0.75,,15-64,ARQ,HHS,,Includes Non medical use of pharmaceutical opioids,Central America,Americas
Opioids,Costa Rica,2015,0.75,,0.78,0.71,,12-70,ARQ,HHS,,,Central America,Americas
Opioids,Croatia,2015,0.31,0.402,,,0.251,15-64,ARQ,I,,Problem opioid users,South-Eastern Europe,Europe
Opioids,Czechia,2016,0.18,0.186,,,0.17,15-64,ARQ,I,,Problem opioid users,Western and Central Europe,Europe
Opioids,Czechia,2015,0.18,,,,,15-64,ARQ,HHS,,Problem opioid users,Western and Central Europe,Europe
Opioids,Czechia,2014,0.16,0.18,,,0.14,15-64,EMCDDA,I,,"Problem opioid users (Heroin, but includes methadone, buprenorphine)",Western and Central Europe,Europe
Opioids,Czechia,2013,0.15,,,,,15-64,EMCDDA,I,,"Problem opioid users (Heroin, but includes methadone, buprenorphine)",Western and Central Europe,Europe
Opioids,Czechia,2012,0.13,,,,,15-64,EMCDDA,I,,Problem opioid users,Western and Central Europe,Europe
Opioids,Democratic Republic of the Congo,2004,0.17,,,,,15-64,Cure Research estimate,,,Includes heroin and Non medical use of pharmaceutical opioids,West and Central Africa,Africa
Opioids,Dominican Republic,2001,0.14,,,,,15-64,UNODC Estimate,,,,Caribbean,Americas
Opioids,El Salvador,2005,0.14,,,,,15-64,UNODC Estimate,HHS,"e, x",Includes Non medical use of pharmaceutical opioids,Central America,Americas
Opioids,Estonia,2018,0.17,,0.33,0.08,,16-64,Government sources,HHS,,Heroin and fentanyl,Western and Central Europe,Europe
Opioids,Estonia,2008,1.53,,,,,15-64,ARQ,I,x,Problem opioid users,Western and Central Europe,Europe
Opioids,Finland,2012,0.41,0.45,,,0.38,15-64,ARQ,I,,Problem opioid users,Western and Central Europe,Europe
Opioids,Finland,2010,0.6,,0.7,0.5,,15-64,ARQ,HHS,x,Non medical use of pharmaceutical opioids,Western and Central Europe,Europe
Opioids,France,2015,0.57,0.69,,,0.444,15-64,EMCDDA,I,,Problem opioid users,Western and Central Europe,Europe
Opioids,France,2013,0.52,0.74,,,0.44,15-64,EMCDDA,I,x,Data refers to 2013/14. Problem opioid users. Includes some Non medical use of pharmaceutical opioids.,Western and Central Europe,Europe
Opioids,Georgia,2010,1.36,1.4,,,1.33,15-64,SCAD Report - Academic Research,I,x,Includes Non medical use of pharmaceutical opioids,Central Asia and Transcaucasia,Asia
Opioids,Georgia,2006,0.58,,,,,15-64,UNODC Estimate,I,,,Central Asia and Transcaucasia,Asia
Opioids,Germany,2018,0.44,,0.48,0.39,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Opioids,Germany,2016,0.31,,,,,15-64,Government sources/Academic sources,I,,Opioid-dependent users,Western and Central Europe,Europe
Opioids,Germany,2015,0.3,,0.3,0.3,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Opioids,Germany,2012,0.4,,0.4,0.3,,18-64,ARQ,HHS,x,Opioid users (heroin and illicit opioids),Western and Central Europe,Europe
Opioids,Germany,2009,0.2,,0.3,0.1,,18-64,ARQ,HHS,x,Opioid users (heroin and illicit opioids),Western and Central Europe,Europe
Opioids,Haiti,2006,0.2,0.22,,,0.19,15-64,ARQ,SS,"a, d, e, x",Includes Non medical use of pharmaceutical opioids,Caribbean,Americas
Opioids,India,2018,2.06,,4,0.2,,10-75,Government source,HHS/I,,"Includes opium, heroin and Non medical use of pharmaceutical opioids",South Asia,Asia
Opioids,Iran (Islamic Republic of),2011,3.02,3.47,,,2.56,15-64,Academic source,HHS,,,Near and Middle East/South-West Asia,Asia
Opioids,Italy,2017,0.79,1.02,,,0.57,15-64,UNODC Estimate,HHS/I,,"Includes heroin, opium and other opioids",Western and Central Europe,Europe
Opioids,Italy,2013,0.8,,1.1,0.6,,15-64,ARQ,HHS,,"Data refers to 2013/14. Includes heroin, methadone and morphine.",Western and Central Europe,Europe
Opioids,Jamaica,2006,1,1.5,,,0.5,15-64,UNODC Estimate,SS,"d,e",Includes Non medical use of pharmaceutical opioids,Caribbean,Americas
Opioids,Kazakhstan,2006,1,,,,,15-64,UNODC (GAP survey),I,x,Includes Non medical use of pharmaceutical opioids,Central Asia and Transcaucasia,Asia
Opioids,Kyrgyzstan,2006,0.8,,,,,15-64,UNODC (GAP survey),I,x,Includes Non medical use of pharmaceutical opioids,Central Asia and Transcaucasia,Asia
Opioids,Latvia,2015,0.5,,0.9,0.2,,15-64,ARQ,HHS,x,,Western and Central Europe,Europe
Opioids,Lithuania,2016,0.392,0.649,,,0.267,15-64,EMCDDA,I,,Problem opioid users,Western and Central Europe,Europe
Opioids,Maldives,2012,1.46,,,,,15-64,Government source,HHS,,Includes Non medical use of pharmaceutical opioids,South Asia,Asia
Opioids,Mauritius,2009,1.29,,,,,15-64,Government source,I,"a,x","Opioids, includes Non medical use of pharmaceutical opioids",East Africa,Africa
Opioids,Mexico,2011,0.38,0.56,,,0.19,12-65,Government source,HHS,x,include Non medical use of pharmaceutical opioids,North America,Americas
Opioids,Mexico,2008,0.1,,,,,15-64,ARQ,HHS,,,North America,Americas
Opioids,New Zealand,2008,1.1,1.4,1.5,1,0.8,16-64,Government source,HHS,x,Non medical use of pharmaceutical opioids and/or opiates,Australia and New Zealand,Oceania
Opioids,New Zealand,2006,0.42,,,,,15-45,ARQ,,,,Australia and New Zealand,Oceania
Opioids,Nigeria,2017,4.66,5.05,,,4.27,15-64,Government/UNODC,HHS/I,,Includes heroin and Non medical use of pharmaceutical opioids,West and Central Africa,Africa
Opioids,North Macedonia,2005,0.5,,,,,15-64,ARQ,,x,Includes Non medical use of pharmaceutical opioids,South-Eastern Europe,Europe
Opioids,Pakistan,2012,2.4,3.1,3.4,1.4,2,15-64,Government/UNODC,HHS/I,x,Includes Non medical use of pharmaceutical opioids,Near and Middle East/South-West Asia,Asia
Opioids,Pakistan,2006,0.7,,,,,15-64,UNODC (GAP survey),I,x,Includes Non medical use of pharmaceutical opioids,Near and Middle East/South-West Asia,Asia
Opioids,Philippines,2007,0.05,,,,,15-64,Reference Group to the UN on HIV and IDU,,,,East and South-East Asia,Asia
Opioids,Romania,2016,0.2,,0.2,0.1,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Opioids,Russian Federation,2016,1.03,,,,,15-64,Government/UNODC Estimate,I,h,"These estimates are based on a methodology that uses a multiplier calculated in 2006-2009, when the population of opioid users was believed to have been larger than in 2016. Caution should be used in using these estimates because they are under review whi",Eastern Europe,Europe
Opioids,Russian Federation,2010,2.29,,,,,15-64,Government source,I,x,"Number of persons in treatment for opioid use disorders, adjusted with a (latency) multiplier of 5.",Eastern Europe,Europe
Opioids,Serbia,2014,5.15,,4.15,6.1,,18-64,Government sources,HHS,x,Includes Non medical use of pharmaceutical opioids,South-Eastern Europe,Europe
Opioids,Singapore,2010,0.33,0.38,,,0.28,15-64,UNODC Estimate,I,,Includes Non medical use of pharmaceutical opioids,East and South-East Asia,Asia
Opioids,Slovakia,2015,0.3,,0.5,0,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Opioids,Slovakia,2006,0.3,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Opioids,Slovenia,2016,0.354,,,,,15-64,ARQ,I,,Problem opioid users,Western and Central Europe,Europe
Opioids,Slovenia,2015,0.37,,,,,15-64,ARQ,I,,Problem opioid users,Western and Central Europe,Europe
Opioids,Slovenia,2013,0.37,0.41,,,0.34,15-64,EMCDDA,I,,Problem opioid users,Western and Central Europe,Europe
Opioids,South Africa,2008,0.5,,,,,15-64,ARQ,HHS,x,Includes Non medical use of pharmaceutical opioids,Southern Africa,Africa
Opioids,Spain,2017,0.1,0.1,0.1,0,0,15-64,ARQ/Government source,HHS,,,Western and Central Europe,Europe
Opioids,Spain,2015,0.1,,0.2,0,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Opioids,Sweden,2017,0.2,,,,,17-64,ARQ,HHS,,Opioids,Western and Central Europe,Europe
Opioids,Sweden,2013,0.53,,0.59,0.46,,17-64,ARQ,HHS,,Opioids,Western and Central Europe,Europe
Opioids,Sweden,2007,0.23,0.28,,,0.19,15-64,ARQ,I,,Opioids,Western and Central Europe,Europe
Opioids,Tajikistan,2006,0.54,,,,,15-64,UNODC (GAP survey),I,x,Includes Non medical use of pharmaceutical opioids,Central Asia and Transcaucasia,Asia
Opioids,Turkmenistan,2007,0.32,,,,,15-64,ARQ,R,,Opiates,Central Asia and Transcaucasia,Asia
Opioids,United States of America,2018,4.92,5.09,,,4.75,15-64,UNODC Estimate,HHS/I,,Opiates and Non medical use of pharmaceutical opioids,North America,Americas
Opioids,United States of America,2017,5.41,5.59,,,5.22,15-64,UNODC Estimate,HHS/I,,Opiates and Non medical use of pharmaceutical opioids,North America,Americas
Opioids,United States of America,2016,5.75,5.95,,,5.55,15-64,UNODC Estimate,HHS/I,,Opiates and Non medical use of pharmaceutical opioids,North America,Americas
Opioids,United States of America,2015,6.13,6.31,,,5.95,15-64,UNODC Estimate,HHS/I,,Opiates and Non medical use of pharmaceutical opioids,North America,Americas
Opioids,United States of America,2013,5.4,5.55,,,5.25,15-64,UNODC Estimate,HHS/I,,Opiates and Non medical use of pharmaceutical opioids,North America,Americas
Opioids,United States of America,2010,6.22,6.37,,,6.08,15-64,UNODC Estimate,HHS/I,,Opiates and Non medical use of pharmaceutical opioids,North America,Americas
Opioids,Uruguay,2011,0.18,0.3,,,0.05,15-64,UNODC Estimate,HHS,"e, x",,South America,Americas
Opioids,Uzbekistan,2006,0.8,,,,,15-64,UNODC (GAP survey),I,x,Includes Non medical use of pharmaceutical opioids,Central Asia and Transcaucasia,Asia
Non medical use of pharmaceutical opioids,Afghanistan,2009,0.55,0.63,0.8,0.3,0.46,15-64,UNODC/ Govt. source,HHS,,,Near and Middle East/South-West Asia,Asia
Non medical use of pharmaceutical opioids,Argentina,2011,0.06,,0.08,0.04,,16-65,ARQ/Government,HHS,,,South America,Americas
Non medical use of pharmaceutical opioids,Argentina,2007,0.11,0.13,,,0.1,15-64,UNODC Etimate,,e,,South America,Americas
Non medical use of pharmaceutical opioids,Armenia,2007,0.08,,,,,15-64,Government source,,,,Central Asia and Transcaucasia,Asia
Non medical use of pharmaceutical opioids,Australia,2016,3.6,,,,,14+,ARQ,HHS,,,Australia and New Zealand,Oceania
Non medical use of pharmaceutical opioids,Australia,2013,3.28,,3.33,3.23,,14+,Government source,HHS,,,Australia and New Zealand,Oceania
Non medical use of pharmaceutical opioids,Australia,2010,3.1,,,,,15-64,Government source,HHS,a,,Australia and New Zealand,Oceania
Non medical use of pharmaceutical opioids,Bangladesh,2003,0.03,,,,,15-64,ARQ,HHS,"a, e",,South Asia,Asia
Non medical use of pharmaceutical opioids,Barbados,2006,0.16,0.21,,,0.12,15-64,UNODC Estimate,,,,Caribbean,Americas
Non medical use of pharmaceutical opioids,Belarus,2007,0.04,0.07,,,0.01,15-64,UNODC Estimate,R,"h,g",,Eastern Europe,Europe
Non medical use of pharmaceutical opioids,Brazil,2005,0.4,,,,,12-65,ARQ,HHS,e,,South America,Americas
Non medical use of pharmaceutical opioids,Bulgaria,2016,0.2,,0.2,0.2,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Non medical use of pharmaceutical opioids,Bulgaria,2012,0.1,,0.1,0.1,,15-64,ARQ,I,,,South-Eastern Europe,Europe
Non medical use of pharmaceutical opioids,Canada,2017,,,0.5,,,15+,ARQ,HHS,,"estimated number of users reported in ARQ2018, so best prevalence could be calculated using that",North America,Americas
Non medical use of pharmaceutical opioids,Canada,2015,0.36,,0.46,,,15-64,ARQ,HHS,,,North America,Americas
Non medical use of pharmaceutical opioids,Canada,2013,0.4,,0.4,,,15-64,ARQ/Government,HHS,,*,North America,Americas
Non medical use of pharmaceutical opioids,Canada,2012,1,,1.3,,,15-64,ARQ,HHS,,*,North America,Americas
Non medical use of pharmaceutical opioids,Canada,2010,0.3,,,,,15-64,ARQ,HHS,,,North America,Americas
Non medical use of pharmaceutical opioids,Canada,2009,0.5,,,,,15-64,ARQ,"HHS, I x",,,North America,Americas
Non medical use of pharmaceutical opioids,Chile,2018,1.14,,1.21,1.08,,15-64,ARQ,HHS,,,South America,Americas
Non medical use of pharmaceutical opioids,Chile,2016,1.22,,0.94,1.5,,15-64,ARQ,HHS,,,South America,Americas
Non medical use of pharmaceutical opioids,Chile,2014,0.56,,0.5,0.62,,15-64,ARQ,HHS,,,South America,Americas
Non medical use of pharmaceutical opioids,Chile,2012,0.28,,0.24,0.32,,15-64,ARQ,HHS,x,,South America,Americas
Non medical use of pharmaceutical opioids,Chile,2010,0.27,,,,,15-64,ARQ,HHS,,,South America,Americas
Non medical use of pharmaceutical opioids,Chile,2008,0.4,,,,,15-64,HHS,HHS,,,South America,Americas
Non medical use of pharmaceutical opioids,Costa Rica,2015,0.75,,0.77,0.74,,15-64,ARQ,HHS,,,Central America,Americas
Non medical use of pharmaceutical opioids,Costa Rica,2015,0.71,,0.72,0.71,,12-70,ARQ,HHS,,,Central America,Americas
Non medical use of pharmaceutical opioids,Costa Rica,2010,0.63,,1.37,0.59,,15-64,ARQ,HHS,x,,Central America,Americas
Non medical use of pharmaceutical opioids,Costa Rica,2006,2.8,2.9,,,2.8,12-70,ARQ,HHS,x,,Central America,Americas
Non medical use of pharmaceutical opioids,Czechia,2012,2.6,,2.2,2.9,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Non medical use of pharmaceutical opioids,Dominican Republic,2008,0.03,,,,,15-64,UNODC Estimate,SS,d,,Caribbean,Americas
Non medical use of pharmaceutical opioids,Egypt,2016,3,,,,,15-64,Government source,HHS,,Tramadol,West and Central Africa,Africa
Non medical use of pharmaceutical opioids,El Salvador,2005,0.06,,,,,15-64,UNODC Estimate,HHS,e,,Central America,Americas
Non medical use of pharmaceutical opioids,Estonia,2018,0.13,,0.22,0.08,,16-64,ARQ,HHS,,Fentanyl,Western and Central Europe,Europe
Non medical use of pharmaceutical opioids,Estonia,2008,0.71,,,,,15-64,ARQ,I,,,Western and Central Europe,Europe
Non medical use of pharmaceutical opioids,Finland,2014,0.7,,1,0.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Non medical use of pharmaceutical opioids,Georgia,2010,0.27,,,,,15-64,SCAD/Report - Academic Research,I,,,Central Asia and Transcaucasia,Asia
Non medical use of pharmaceutical opioids,Germany,2012,0.3,,0.4,0.3,,18-64,HHS,,,Unspecified opiates other than heroin,Western and Central Europe,Europe
Non medical use of pharmaceutical opioids,Haiti,2006,0.13,,,,,15-64,ARQ,SS,"a, d, e",,Caribbean,Americas
Non medical use of pharmaceutical opioids,India,2018,0.96,,,,,10-75,Government source,HHS/I,,Pharmaceutical opioids,South Asia,Asia
Non medical use of pharmaceutical opioids,Indonesia,2017,0.26,,,,,10-59,Government,HHS,,Estimate for 13 provinces. Tramadol only.,East and South-East Asia,Asia
Non medical use of pharmaceutical opioids,Indonesia,2015,0.05,,0.1,0.01,,10-60,ARQ,HHS,,20 of 34 provinces. Tramadol.,East and South-East Asia,Asia
Non medical use of pharmaceutical opioids,Israel,2016,0.9,,0.9,1,,18-65,ARQ,HHS,,,Near and Middle East/South-West Asia,Asia
Non medical use of pharmaceutical opioids,Israel,2009,0.21,,0.39,0.04,,18-40,ARQ,HHS,,Methadone,Near and Middle East/South-West Asia,Asia
Non medical use of pharmaceutical opioids,Italy,2017,0.45,,0.6,0.31,,15-64,Government source,HHS,,,Western and Central Europe,Europe
Non medical use of pharmaceutical opioids,Italy,2013,0.7,,0.9,0.4,,15-64,ARQ,HHS,,Data refers to 2013/14,Western and Central Europe,Europe
Non medical use of pharmaceutical opioids,Kazakhstan,2006,0.11,,,,,15-64,UNODC (GAP survey),I,,,Central Asia and Transcaucasia,Asia
Non medical use of pharmaceutical opioids,Kyrgyzstan,2006,0.06,,,,,15-64,UNODC (GAP survey),I,,,Central Asia and Transcaucasia,Asia
Non medical use of pharmaceutical opioids,Mauritius,2007,1.04,,,,,15-54,ARQ,I,,,East Africa,Africa
Non medical use of pharmaceutical opioids,Mexico,2016,0.1,,0.1,0.1,,12-65,ARQ,HHS,,,North America,Americas
Non medical use of pharmaceutical opioids,Mexico,2008,0.06,,,,,12-65,ARQ,HHS,,,North America,Americas
Non medical use of pharmaceutical opioids,New Zealand,2008,1,1.3,1.5,1,0.7,15-64,Government source,HHS,,2007/08 New Zealand Alcohol and Drug Use Survey,Australia and New Zealand,Oceania
Non medical use of pharmaceutical opioids,Nigeria,2017,4.66,5.11,6,3.3,4.21,15-64,Government/UNODC,HHS/I,,Includes Tramadol,West and Central Africa,Africa
Non medical use of pharmaceutical opioids,Pakistan,2012,1.5,1.6,1.6,1.4,1.3,15-64,Government/UNODC,HHS and indirect,,,Near and Middle East/South-West Asia,Asia
Non medical use of pharmaceutical opioids,Pakistan,2006,0.13,,,,,15-64,UNODC (GAP survey),,,,Near and Middle East/South-West Asia,Asia
Non medical use of pharmaceutical opioids,Poland,2019,0.1,,0.3,0,,15-64,ARQ,HHS,,Data refers to 2018/19,Western and Central Europe,Europe
Non medical use of pharmaceutical opioids,Poland,2012,0.1,,0.1,0,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Non medical use of pharmaceutical opioids,Republic of Korea,2004,0.08,0.1,,,0.06,15-64,ARQ,HHS,"a, e, x",,East and South-East Asia,Asia
Non medical use of pharmaceutical opioids,Serbia,2014,5.1,,4.1,6.1,,18-64,Government sources,HHS,,,South-Eastern Europe,Europe
Non medical use of pharmaceutical opioids,South Africa,2008,0.09,,,,,15-64,ARQ,HHS,,,Southern Africa,Africa
Non medical use of pharmaceutical opioids,Tunisia,2013,0.13,,,,,15-64,ARQ,HHS,,,North Africa,Africa
Non medical use of pharmaceutical opioids,United Kingdom (England and Wales),2018,0.06,,0.07,0.04,,16-59,Government source,HHS,,Data refers to 2018/19. Methadone. Crime Survey for England and Wales.,Western and Central Europe,Europe
Non medical use of pharmaceutical opioids,United Kingdom (England and Wales),2017,0.06,,,,,16-59,Government source,HHS,,Data refers to 2017/18. Methadone. Crime Survey for England and Wales.,Western and Central Europe,Europe
Non medical use of pharmaceutical opioids,United Kingdom (England and Wales),2016,0.04,,0.07,0.01,,16-59,Government source,HHS,,Data refers to 2016/17. Methadone. Crime Survey for England and Wales.,Western and Central Europe,Europe
Non medical use of pharmaceutical opioids,United Kingdom (England and Wales),2015,0.08,,0.12,0.03,,16-59,Government source,HHS,,Data refers to 2015/16. Methadone.,Western and Central Europe,Europe
Non medical use of pharmaceutical opioids,United Kingdom (England and Wales),2014,0.1,,0.1,0,,16-59,ARQ,HHS,,Data refers to 2014/15. Crime Survey for England and Wales,Western and Central Europe,Europe
Non medical use of pharmaceutical opioids,United Kingdom (Scotland),2014,0.19,,0.28,0.1,,16-64,Government source,HHS,,Data refers to 2014/15. Methadone/Physeptone.,Western and Central Europe,Europe
Non medical use of pharmaceutical opioids,United States of America,2018,4.3,,4.3,4.1,,15-64,ARQ,HHS,,,North America,Americas
Non medical use of pharmaceutical opioids,United States of America,2017,4.8,,5.4,4.2,,15-64,ARQ,HHS,,,North America,Americas
Non medical use of pharmaceutical opioids,United States of America,2016,5.1,,5.6,4.6,,15-64,ARQ,HHS,,,North America,Americas
Non medical use of pharmaceutical opioids,United States of America,2015,5.5,,6.3,4.8,,15-64,ARQ,HHS,,Data not directly comparable to previous years.,North America,Americas
Non medical use of pharmaceutical opioids,United States of America,2014,4.8,,,,,15-64,UNODC Estimate,HHS,,,North America,Americas
Non medical use of pharmaceutical opioids,United States of America,2013,5,,,,,15-64,UNODC Estimate,,,,North America,Americas
Non medical use of pharmaceutical opioids,United States of America,2012,5.7,,,,,15-64,ARQ,HHS,,,North America,Americas
Non medical use of pharmaceutical opioids,United States of America,2011,5.2,,,,,15-64,ARQ/UNODC Estimate,HHS,,,North America,Americas
Non medical use of pharmaceutical opioids,United States of America,2010,5.7,,,,,15-64,ARQ/ UNODC Estimate,HHS,a,,North America,Americas
Non medical use of pharmaceutical opioids,Uruguay,2011,0.12,0.2,,,0.03,15-64,UNODC Estimate,HHS,e,,South America,Americas
Non medical use of pharmaceutical opioids,Uzbekistan,2006,0.02,,,,,15-64,UNODC (GAP survey),I,,,Central Asia and Transcaucasia,Asia
Non medical use of pharmaceutical stimulants,Argentina,2017,0.09,,0.16,0.04,,15-64,ARQ,HHS,,,South America,Americas
Non medical use of pharmaceutical stimulants,Argentina,2011,0.1,,0.1,0.1,,16-65,Government source,,z**,Only includes Non medical use of pharmaceutical stimulants,South America,Americas
Non medical use of pharmaceutical stimulants,Argentina,2008,0.2,,,,,12-65,Government source,HHS,z,,South America,Americas
Non medical use of pharmaceutical stimulants,Bolivia (Plurinational State of),2018,0.38,,0.47,0.31,,12-65,ARQ,HHS,,,South America,Americas
Non medical use of pharmaceutical stimulants,Bolivia (Plurinational State of),2014,0.26,,0.42,0.12,,12-65,ARQ,HHS,,,South America,Americas
Non medical use of pharmaceutical stimulants,Bolivia (Plurinational State of),2013,0.26,,0.42,0.12,,12-65,ARQ,HHS,z**,,South America,Americas
Non medical use of pharmaceutical stimulants,Brazil,2005,0.7,,,,,15-64,ARQ,HHS,,,South America,Americas
Non medical use of pharmaceutical stimulants,Canada,2017,0.35,,0.6,0.1,,15+,ARQ,HHS,,,North America,Americas
Non medical use of pharmaceutical stimulants,Canada,2015,0.28,,0.33,,,15-64,ARQ,HHS,,,North America,Americas
